,0,1,2
79305,141,141,141
79306,6,6,6
79307,123,123,123
79308,219,219,219
79309,249,249,249
79310,125,125,125
79311,235,235,235
79312,139,139,139
79313,226,226,226
79314,28,28,28
79315,177,177,177
79316,235,235,235
79317,172,172,172
79318,207,207,207
79319,228,228,228
79320,213,213,213
79321,0,0,0
79322,69,69,69
79323,252,252,252
79324,52,52,52
79325,142,142,142
79326,12,12,12
79327,32,32,32
79328,77,77,77
79329,181,181,181
79330,38,38,38
79331,62,62,62
79332,7,7,7
79333,118,118,118
79334,47,47,47
79335,153,153,153
79336,168,168,168
79337,52,52,52
79338,121,121,121
79339,136,136,136
79340,44,44,44
79341,61,61,61
79342,0,0,0
79343,40,40,40
79344,95,95,95
79345,255,255,255
79346,89,89,89
79347,129,129,129
79348,137,137,137
79349,83,83,83
79350,56,56,56
79351,142,142,142
79352,221,221,221
79353,100,100,100
79354,106,106,106
79355,64,64,64
79356,157,157,157
79357,0,0,0
79358,0,0,0
79359,0,0,0
79360,5,5,5
79361,86,86,86
79362,230,230,230
79363,66,66,66
79364,80,80,80
79365,3,3,3
79366,4,4,4
79367,99,99,99
79368,31,31,31
79369,179,179,179
79370,91,91,91
79371,28,28,28
79372,73,73,73
79373,89,89,89
79374,215,215,215
79375,10,10,10
79376,90,90,90
79377,171,171,171
79378,115,115,115
79379,106,106,106
79380,176,176,176
79381,206,206,206
79382,50,50,50
79383,95,95,95
79384,193,193,193
79385,12,12,12
79386,74,74,74
79387,15,15,15
79388,128,128,128
79389,38,38,38
79390,87,87,87
79391,52,52,52
79392,187,187,187
79393,116,116,116
79394,205,205,205
79395,123,123,123
79396,117,117,117
79397,37,37,37
79398,16,16,16
79399,109,109,109
79400,184,184,184
79401,181,181,181
79402,85,85,85
79403,23,23,23
79404,117,117,117
79405,108,108,108
79406,221,221,221
79407,167,167,167
79408,115,115,115
79409,110,110,110
79410,122,122,122
79411,140,140,140
79412,186,186,186
79413,15,15,15
79414,148,148,148
79415,160,160,160
79416,120,120,120
79417,186,186,186
79418,68,68,68
79419,12,12,12
79420,154,154,154
79421,107,107,107
79422,128,128,128
79423,225,225,225
79424,33,33,33
79425,54,54,54
79426,177,177,177
79427,75,75,75
79428,242,242,242
79429,242,242,242
79430,85,85,85
79431,7,7,7
79432,36,36,36
79433,34,34,34
79434,195,195,195
79435,188,188,188
79436,215,215,215
79437,199,199,199
79438,239,239,239
79439,254,254,254
79440,244,244,244
79441,10,10,10
79442,35,35,35
79443,225,225,225
79444,164,164,164
79445,166,166,166
79446,245,245,245
79447,215,215,215
79448,23,23,23
79449,15,15,15
79450,209,209,209
79451,173,173,173
79452,99,99,99
79453,95,95,95
79454,102,102,102
79455,7,7,7
79456,179,179,179
79457,195,195,195
79458,42,42,42
79459,165,165,165
79460,84,84,84
79461,76,76,76
79462,115,115,115
79463,169,169,169
79464,36,36,36
79465,35,35,35
79466,78,78,78
79467,141,141,141
79468,78,78,78
79469,185,185,185
79470,95,95,95
79471,50,50,50
79472,146,146,146
79473,228,228,228
79474,31,31,31
79475,46,46,46
79476,191,191,191
79477,255,255,255
79478,116,116,116
79479,228,228,228
79480,125,125,125
79481,113,113,113
79482,19,19,19
79483,75,75,75
79484,199,199,199
79485,254,254,254
79486,54,54,54
79487,224,224,224
79488,173,173,173
79489,191,191,191
79490,252,252,252
79491,114,114,114
79492,33,33,33
79493,213,213,213
79494,233,233,233
79495,57,57,57
79496,145,145,145
79497,201,201,201
79498,183,183,183
79499,8,8,8
79500,1,1,1
79501,180,180,180
79502,0,0,0
79503,0,0,0
79504,5,5,5
79505,182,182,182
79506,148,148,148
79507,67,67,67
79508,147,147,147
79509,17,17,17
79510,139,139,139
79511,46,46,46
79512,227,227,227
79513,5,5,5
79514,10,10,10
79515,200,200,200
79516,67,67,67
79517,14,14,14
79518,53,53,53
79519,10,10,10
79520,24,24,24
79521,45,45,45
79522,115,115,115
79523,191,191,191
79524,206,206,206
79525,19,19,19
79526,95,95,95
79527,72,72,72
79528,16,16,16
79529,164,164,164
79530,41,41,41
79531,121,121,121
79532,188,188,188
79533,191,191,191
79534,39,39,39
79535,150,150,150
79536,95,95,95
79537,29,29,29
79538,94,94,94
79539,4,4,4
79540,4,4,4
79541,155,155,155
79542,148,148,148
79543,205,205,205
79544,160,160,160
79545,76,76,76
79546,148,148,148
79547,245,245,245
79548,135,135,135
79549,122,122,122
79550,103,103,103
79551,47,47,47
79552,22,22,22
79553,151,151,151
79554,108,108,108
79555,238,238,238
79556,220,220,220
79557,44,44,44
79558,185,185,185
79559,67,67,67
79560,14,14,14
79561,52,52,52
79562,100,100,100
79563,137,137,137
79564,210,210,210
79565,96,96,96
79566,196,196,196
79567,42,42,42
79568,182,182,182
79569,81,81,81
79570,77,77,77
79571,52,52,52
79572,72,72,72
79573,208,208,208
79574,0,0,0
79575,97,97,97
79576,17,17,17
79577,36,36,36
79578,88,88,88
79579,38,38,38
79580,239,239,239
79581,198,198,198
79582,166,166,166
79583,169,169,169
79584,135,135,135
79585,214,214,214
79586,149,149,149
79587,48,48,48
79588,13,13,13
79589,15,15,15
79590,106,106,106
79591,69,69,69
79592,146,146,146
79593,158,158,158
79594,41,41,41
79595,15,15,15
79596,80,80,80
79597,222,222,222
79598,113,113,113
79599,144,144,144
79600,130,130,130
79601,141,141,141
79602,121,121,121
79603,93,93,93
79604,93,93,93
79605,74,74,74
79606,76,76,76
79607,116,116,116
79608,169,169,169
79609,155,155,155
79610,212,212,212
79611,241,241,241
79612,85,85,85
79613,163,163,163
79614,47,47,47
79615,239,239,239
79616,118,118,118
79617,230,230,230
79618,136,136,136
79619,220,220,220
79620,227,227,227
79621,253,253,253
79622,245,245,245
79623,60,60,60
79624,211,211,211
79625,252,252,252
79626,210,210,210
79627,6,6,6
79628,115,115,115
79629,58,58,58
79630,117,117,117
79631,42,42,42
79632,122,122,122
79633,187,187,187
79634,243,243,243
79635,228,228,228
79636,153,153,153
79637,110,110,110
79638,62,62,62
79639,191,191,191
79640,255,255,255
79641,217,217,217
79642,101,101,101
79643,169,169,169
79644,121,121,121
79645,145,145,145
79646,152,152,152
79647,34,34,34
79648,46,46,46
79649,205,205,205
79650,97,97,97
79651,152,152,152
79652,68,68,68
79653,81,81,81
79654,8,8,8
79655,0,0,0
79656,0,0,0
79657,20,20,20
79658,47,47,47
79659,225,225,225
79660,101,101,101
79661,75,75,75
79662,250,250,250
79663,49,49,49
79664,209,209,209
79665,99,99,99
79666,34,34,34
79667,98,98,98
79668,252,252,252
79669,27,27,27
79670,121,121,121
79671,21,21,21
79672,222,222,222
79673,38,38,38
79674,20,20,20
79675,201,201,201
79676,21,21,21
79677,166,166,166
79678,81,81,81
79679,22,22,22
79680,137,137,137
79681,54,54,54
79682,148,148,148
79683,144,144,144
79684,195,195,195
79685,140,140,140
79686,232,232,232
79687,45,45,45
79688,104,104,104
79689,220,220,220
79690,7,7,7
79691,4,4,4
79692,238,238,238
79693,173,173,173
79694,44,44,44
79695,1,1,1
79696,21,21,21
79697,166,166,166
79698,137,137,137
79699,0,0,0
79700,136,136,136
79701,37,37,37
79702,248,248,248
79703,118,118,118
79704,21,21,21
79705,20,20,20
79706,213,213,213
79707,139,139,139
79708,182,182,182
79709,33,33,33
79710,216,216,216
79711,189,189,189
79712,121,121,121
79713,199,199,199
79714,110,110,110
79715,150,150,150
79716,158,158,158
79717,136,136,136
79718,120,120,120
79719,204,204,204
79720,218,218,218
79721,122,122,122
79722,145,145,145
79723,246,246,246
79724,113,113,113
79725,121,121,121
79726,246,246,246
79727,214,214,214
79728,185,185,185
79729,26,26,26
79730,43,43,43
79731,176,176,176
79732,176,176,176
79733,0,0,0
79734,238,238,238
79735,201,201,201
79736,243,243,243
79737,241,241,241
79738,195,195,195
79739,23,23,23
79740,28,28,28
79741,226,226,226
79742,186,186,186
79743,49,49,49
79744,70,70,70
79745,223,223,223
79746,44,44,44
79747,223,223,223
79748,164,164,164
79749,205,205,205
79750,123,123,123
79751,142,142,142
79752,70,70,70
79753,253,253,253
79754,215,215,215
79755,78,78,78
79756,156,156,156
79757,72,72,72
79758,96,96,96
79759,97,97,97
79760,164,164,164
79761,36,36,36
79762,165,165,165
79763,68,68,68
79764,96,96,96
79765,134,134,134
79766,38,38,38
79767,44,44,44
79768,168,168,168
79769,119,119,119
79770,99,99,99
79771,51,51,51
79772,250,250,250
79773,28,28,28
79774,133,133,133
79775,8,8,8
79776,169,169,169
79777,255,255,255
79778,22,22,22
79779,210,210,210
79780,208,208,208
79781,143,143,143
79782,50,50,50
79783,253,253,253
79784,26,26,26
79785,85,85,85
79786,111,111,111
79787,230,230,230
79788,104,104,104
79789,209,209,209
79790,146,146,146
79791,161,161,161
79792,98,98,98
79793,193,193,193
79794,222,222,222
79795,32,32,32
79796,66,66,66
79797,0,0,0
79798,1,1,1
79799,16,16,16
79800,0,0,0
79801,6,6,6
79802,172,172,172
79803,141,141,141
79804,178,178,178
79805,20,20,20
79806,109,109,109
79807,111,111,111
79808,0,0,0
79809,166,166,166
79810,67,67,67
79811,128,128,128
79812,180,180,180
79813,147,147,147
79814,86,86,86
79815,92,92,92
79816,163,163,163
79817,145,145,145
79818,36,36,36
79819,184,184,184
79820,154,154,154
79821,106,106,106
79822,113,113,113
79823,38,38,38
79824,210,210,210
79825,57,57,57
79826,12,12,12
79827,72,72,72
79828,161,161,161
79829,255,255,255
79830,251,251,251
79831,178,178,178
79832,68,68,68
79833,237,237,237
79834,0,0,0
79835,36,36,36
79836,127,127,127
79837,94,94,94
79838,211,211,211
79839,211,211,211
79840,12,12,12
79841,69,69,69
79842,192,192,192
79843,152,152,152
79844,171,171,171
79845,42,42,42
79846,156,156,156
79847,97,97,97
79848,233,233,233
79849,108,108,108
79850,18,18,18
79851,37,37,37
79852,103,103,103
79853,77,77,77
79854,76,76,76
79855,48,48,48
79856,90,90,90
79857,130,130,130
79858,58,58,58
79859,44,44,44
79860,106,106,106
79861,49,49,49
79862,134,134,134
79863,35,35,35
79864,64,64,64
79865,196,196,196
79866,198,198,198
79867,131,131,131
79868,183,183,183
79869,17,17,17
79870,206,206,206
79871,195,195,195
79872,251,251,251
79873,82,82,82
79874,150,150,150
79875,154,154,154
79876,179,179,179
79877,72,72,72
79878,22,22,22
79879,125,125,125
79880,44,44,44
79881,197,197,197
79882,22,22,22
79883,172,172,172
79884,93,93,93
79885,183,183,183
79886,156,156,156
79887,166,166,166
79888,158,158,158
79889,30,30,30
79890,134,134,134
79891,234,234,234
79892,215,215,215
79893,128,128,128
79894,17,17,17
79895,109,109,109
79896,243,243,243
79897,181,181,181
79898,102,102,102
79899,121,121,121
79900,174,174,174
79901,178,178,178
79902,251,251,251
79903,109,109,109
79904,241,241,241
79905,219,219,219
79906,23,23,23
79907,112,112,112
79908,80,80,80
79909,14,14,14
79910,183,183,183
79911,72,72,72
79912,246,246,246
79913,131,131,131
79914,161,161,161
79915,88,88,88
79916,59,59,59
79917,52,52,52
79918,209,209,209
79919,132,132,132
79920,142,142,142
79921,24,24,24
79922,31,31,31
79923,49,49,49
79924,193,193,193
79925,156,156,156
79926,228,228,228
79927,212,212,212
79928,93,93,93
79929,186,186,186
79930,1,1,1
79931,34,34,34
79932,4,4,4
79933,5,5,5
79934,110,110,110
79935,147,147,147
79936,88,88,88
79937,25,25,25
79938,152,152,152
79939,100,100,100
79940,214,214,214
79941,48,48,48
79942,107,107,107
79943,234,234,234
79944,196,196,196
79945,191,191,191
79946,255,255,255
79947,238,238,238
79948,208,208,208
79949,60,60,60
79950,217,217,217
79951,227,227,227
79952,173,173,173
79953,233,233,233
79954,96,96,96
79955,86,86,86
79956,250,250,250
79957,237,237,237
79958,171,171,171
79959,27,27,27
79960,76,76,76
79961,223,223,223
79962,201,201,201
79963,83,83,83
79964,11,11,11
79965,207,207,207
79966,255,255,255
79967,173,173,173
79968,13,13,13
79969,164,164,164
79970,203,203,203
79971,141,141,141
79972,30,30,30
79973,123,123,123
79974,139,139,139
79975,85,85,85
79976,64,64,64
79977,130,130,130
79978,96,96,96
79979,13,13,13
79980,0,0,0
79981,0,0,0
79982,13,13,13
79983,202,202,202
79984,170,170,170
79985,202,202,202
79986,96,96,96
79987,14,14,14
79988,40,40,40
79989,234,234,234
79990,195,195,195
79991,32,32,32
79992,23,23,23
79993,9,9,9
79994,1,1,1
79995,3,3,3
79996,22,22,22
79997,28,28,28
79998,231,231,231
79999,202,202,202
80000,90,90,90
80001,147,147,147
80002,40,40,40
80003,222,222,222
80004,206,206,206
80005,153,153,153
80006,85,85,85
80007,198,198,198
80008,254,254,254
80009,246,246,246
80010,220,220,220
80011,171,171,171
80012,114,114,114
80013,105,105,105
80014,183,183,183
80015,35,35,35
80016,178,178,178
80017,171,171,171
80018,213,213,213
80019,221,221,221
80020,121,121,121
80021,251,251,251
80022,178,178,178
80023,132,132,132
80024,27,27,27
80025,163,163,163
80026,248,248,248
80027,102,102,102
80028,12,12,12
80029,152,152,152
80030,157,157,157
80031,68,68,68
80032,2,2,2
80033,130,130,130
80034,0,0,0
80035,240,240,240
80036,28,28,28
80037,96,96,96
80038,186,186,186
80039,17,17,17
80040,214,214,214
80041,145,145,145
80042,30,30,30
80043,152,152,152
80044,216,216,216
80045,54,54,54
80046,218,218,218
80047,43,43,43
80048,93,93,93
80049,235,235,235
80050,160,160,160
80051,156,156,156
80052,136,136,136
80053,196,196,196
80054,133,133,133
80055,91,91,91
80056,71,71,71
80057,61,61,61
80058,89,89,89
80059,172,172,172
80060,172,172,172
80061,151,151,151
80062,173,173,173
80063,73,73,73
80064,49,49,49
80065,72,72,72
80066,190,190,190
80067,83,83,83
80068,73,73,73
80069,169,169,169
80070,151,151,151
80071,119,119,119
80072,234,234,234
80073,9,9,9
80074,27,27,27
80075,18,18,18
80076,73,73,73
80077,228,228,228
80078,93,93,93
80079,174,174,174
80080,69,69,69
80081,91,91,91
80082,3,3,3
80083,15,15,15
80084,94,94,94
80085,31,31,31
80086,47,47,47
80087,74,74,74
80088,95,95,95
80089,68,68,68
80090,142,142,142
80091,167,167,167
80092,126,126,126
80093,238,238,238
80094,188,188,188
80095,209,209,209
80096,234,234,234
80097,125,125,125
80098,140,140,140
80099,255,255,255
80100,190,190,190
80101,177,177,177
80102,4,4,4
80103,58,58,58
80104,227,227,227
80105,229,229,229
80106,102,102,102
80107,78,78,78
80108,248,248,248
80109,216,216,216
80110,108,108,108
80111,245,245,245
80112,27,27,27
80113,26,26,26
80114,237,237,237
80115,222,222,222
80116,254,254,254
80117,186,186,186
80118,16,16,16
80119,135,135,135
80120,123,123,123
80121,252,252,252
80122,172,172,172
80123,53,53,53
80124,40,40,40
80125,241,241,241
80126,255,255,255
80127,229,229,229
80128,3,3,3
80129,170,170,170
80130,89,89,89
80131,0,0,0
80132,58,58,58
80133,128,128,128
80134,32,32,32
80135,2,2,2
80136,1,1,1
80137,78,78,78
80138,179,179,179
80139,198,198,198
80140,16,16,16
80141,89,89,89
80142,81,81,81
80143,80,80,80
80144,163,163,163
80145,130,130,130
80146,66,66,66
80147,144,144,144
80148,17,17,17
80149,66,66,66
80150,145,145,145
80151,138,138,138
80152,137,137,137
80153,67,67,67
80154,144,144,144
80155,36,36,36
80156,95,95,95
80157,150,150,150
80158,84,84,84
80159,200,200,200
80160,174,174,174
80161,44,44,44
80162,251,251,251
80163,221,221,221
80164,133,133,133
80165,95,95,95
80166,140,140,140
80167,67,67,67
80168,183,183,183
80169,49,49,49
80170,238,238,238
80171,28,28,28
80172,107,107,107
80173,246,246,246
80174,234,234,234
80175,202,202,202
80176,6,6,6
80177,2,2,2
80178,219,219,219
80179,97,97,97
80180,75,75,75
80181,66,66,66
80182,218,218,218
80183,56,56,56
80184,83,83,83
80185,106,106,106
80186,1,1,1
80187,194,194,194
80188,8,8,8
80189,68,68,68
80190,148,148,148
80191,40,40,40
80192,27,27,27
80193,19,19,19
80194,30,30,30
80195,128,128,128
80196,219,219,219
80197,200,200,200
80198,150,150,150
80199,65,65,65
80200,154,154,154
80201,191,191,191
80202,77,77,77
80203,235,235,235
80204,152,152,152
80205,64,64,64
80206,246,246,246
80207,254,254,254
80208,214,214,214
80209,231,231,231
80210,97,97,97
80211,38,38,38
80212,234,234,234
80213,52,52,52
80214,93,93,93
80215,150,150,150
80216,227,227,227
80217,19,19,19
80218,73,73,73
80219,45,45,45
80220,31,31,31
80221,247,247,247
80222,215,215,215
80223,210,210,210
80224,230,230,230
80225,48,48,48
80226,159,159,159
80227,154,154,154
80228,151,151,151
80229,183,183,183
80230,49,49,49
80231,4,4,4
80232,255,255,255
80233,48,48,48
80234,62,62,62
80235,86,86,86
80236,201,201,201
80237,26,26,26
80238,74,74,74
80239,93,93,93
80240,212,212,212
80241,251,251,251
80242,151,151,151
80243,37,37,37
80244,155,155,155
80245,106,106,106
80246,212,212,212
80247,253,253,253
80248,68,68,68
80249,240,240,240
80250,169,169,169
80251,202,202,202
80252,179,179,179
80253,179,179,179
80254,161,161,161
80255,107,107,107
80256,223,223,223
80257,90,90,90
80258,177,177,177
80259,210,210,210
80260,51,51,51
80261,135,135,135
80262,225,225,225
80263,40,40,40
80264,218,218,218
80265,129,129,129
80266,22,22,22
80267,245,245,245
80268,32,32,32
80269,129,129,129
80270,194,194,194
80271,81,81,81
80272,66,66,66
80273,6,6,6
80274,214,214,214
80275,159,159,159
80276,242,242,242
80277,20,20,20
80278,24,24,24
80279,217,217,217
80280,58,58,58
80281,144,144,144
80282,10,10,10
80283,164,164,164
80284,27,27,27
80285,32,32,32
80286,18,18,18
80287,227,227,227
80288,176,176,176
80289,40,40,40
80290,162,162,162
80291,19,19,19
80292,65,65,65
80293,67,67,67
80294,69,69,69
80295,202,202,202
80296,92,92,92
80297,194,194,194
80298,168,168,168
80299,154,154,154
80300,218,218,218
80301,92,92,92
80302,63,63,63
80303,143,143,143
80304,139,139,139
80305,65,65,65
80306,101,101,101
80307,203,203,203
80308,41,41,41
80309,213,213,213
80310,157,157,157
80311,24,24,24
80312,173,173,173
80313,99,99,99
80314,81,81,81
80315,42,42,42
80316,16,16,16
80317,228,228,228
80318,173,173,173
80319,247,247,247
80320,108,108,108
80321,206,206,206
80322,79,79,79
80323,22,22,22
80324,217,217,217
80325,213,213,213
80326,194,194,194
80327,18,18,18
80328,113,113,113
80329,49,49,49
80330,31,31,31
80331,206,206,206
80332,220,220,220
80333,175,175,175
80334,170,170,170
80335,86,86,86
80336,42,42,42
80337,138,138,138
80338,121,121,121
80339,163,163,163
80340,214,214,214
80341,177,177,177
80342,239,239,239
80343,26,26,26
80344,246,246,246
80345,105,105,105
80346,10,10,10
80347,102,102,102
80348,240,240,240
80349,130,130,130
80350,46,46,46
80351,243,243,243
80352,43,43,43
80353,52,52,52
80354,172,172,172
80355,165,165,165
80356,25,25,25
80357,16,16,16
80358,246,246,246
80359,187,187,187
80360,205,205,205
80361,81,81,81
80362,215,215,215
80363,230,230,230
80364,92,92,92
80365,250,250,250
80366,245,245,245
80367,141,141,141
80368,18,18,18
80369,82,82,82
80370,20,20,20
80371,68,68,68
80372,44,44,44
80373,243,243,243
80374,202,202,202
80375,32,32,32
80376,64,64,64
80377,33,33,33
80378,200,200,200
80379,40,40,40
80380,167,167,167
80381,101,101,101
80382,11,11,11
80383,184,184,184
80384,79,79,79
80385,4,4,4
80386,155,155,155
80387,5,5,5
80388,22,22,22
80389,14,14,14
80390,149,149,149
80391,182,182,182
80392,158,158,158
80393,135,135,135
80394,54,54,54
80395,20,20,20
80396,98,98,98
80397,36,36,36
80398,218,218,218
80399,34,34,34
80400,83,83,83
80401,162,162,162
80402,119,119,119
80403,239,239,239
80404,189,189,189
80405,159,159,159
80406,182,182,182
80407,98,98,98
80408,15,15,15
80409,109,109,109
80410,159,159,159
80411,99,99,99
80412,195,195,195
80413,221,221,221
80414,183,183,183
80415,107,107,107
80416,50,50,50
80417,28,28,28
80418,46,46,46
80419,237,237,237
80420,144,144,144
80421,162,162,162
80422,179,179,179
80423,74,74,74
80424,237,237,237
80425,189,189,189
80426,56,56,56
80427,224,224,224
80428,27,27,27
80429,10,10,10
80430,254,254,254
80431,58,58,58
80432,71,71,71
80433,64,64,64
80434,78,78,78
80435,180,180,180
80436,12,12,12
80437,128,128,128
80438,51,51,51
80439,201,201,201
80440,20,20,20
80441,88,88,88
80442,28,28,28
80443,68,68,68
80444,132,132,132
80445,85,85,85
80446,169,169,169
80447,124,124,124
80448,72,72,72
80449,39,39,39
80450,109,109,109
80451,97,97,97
80452,21,21,21
80453,195,195,195
80454,174,174,174
80455,163,163,163
80456,255,255,255
80457,251,251,251
80458,178,178,178
80459,68,68,68
80460,240,240,240
80461,0,0,0
80462,4,4,4
80463,210,210,210
80464,99,99,99
80465,212,212,212
80466,107,107,107
80467,9,9,9
80468,53,53,53
80469,192,192,192
80470,150,150,150
80471,76,76,76
80472,90,90,90
80473,173,173,173
80474,97,97,97
80475,40,40,40
80476,184,184,184
80477,19,19,19
80478,1,1,1
80479,125,125,125
80480,89,89,89
80481,172,172,172
80482,60,60,60
80483,205,205,205
80484,138,138,138
80485,85,85,85
80486,49,49,49
80487,171,171,171
80488,49,49,49
80489,132,132,132
80490,162,162,162
80491,209,209,209
80492,14,14,14
80493,26,26,26
80494,218,218,218
80495,117,117,117
80496,104,104,104
80497,219,219,219
80498,199,199,199
80499,246,246,246
80500,3,3,3
80501,107,107,107
80502,209,209,209
80503,70,70,70
80504,117,117,117
80505,38,38,38
80506,206,206,206
80507,73,73,73
80508,172,172,172
80509,230,230,230
80510,222,222,222
80511,138,138,138
80512,59,59,59
80513,113,113,113
80514,168,168,168
80515,109,109,109
80516,127,127,127
80517,101,101,101
80518,91,91,91
80519,217,217,217
80520,249,249,249
80521,10,10,10
80522,137,137,137
80523,241,241,241
80524,91,91,91
80525,54,54,54
80526,171,171,171
80527,33,33,33
80528,209,209,209
80529,57,57,57
80530,185,185,185
80531,188,188,188
80532,53,53,53
80533,47,47,47
80534,187,187,187
80535,6,6,6
80536,50,50,50
80537,58,58,58
80538,97,97,97
80539,83,83,83
80540,97,97,97
80541,253,253,253
80542,219,219,219
80543,211,211,211
80544,66,66,66
80545,114,114,114
80546,148,148,148
80547,168,168,168
80548,48,48,48
80549,48,48,48
80550,178,178,178
80551,138,138,138
80552,85,85,85
80553,34,34,34
80554,105,105,105
80555,190,190,190
80556,64,64,64
80557,224,224,224
80558,253,253,253
80559,44,44,44
80560,109,109,109
80561,180,180,180
80562,25,25,25
80563,22,22,22
80564,92,92,92
80565,67,67,67
80566,229,229,229
80567,180,180,180
80568,10,10,10
80569,22,22,22
80570,138,138,138
80571,140,140,140
80572,46,46,46
80573,121,121,121
80574,6,6,6
80575,20,20,20
80576,140,140,140
80577,75,75,75
80578,227,227,227
80579,117,117,117
80580,28,28,28
80581,89,89,89
80582,194,194,194
80583,137,137,137
80584,39,39,39
80585,216,216,216
80586,207,207,207
80587,171,171,171
80588,168,168,168
80589,184,184,184
80590,164,164,164
80591,77,77,77
80592,237,237,237
80593,38,38,38
80594,251,251,251
80595,187,187,187
80596,44,44,44
80597,242,242,242
80598,43,43,43
80599,145,145,145
80600,69,69,69
80601,23,23,23
80602,120,120,120
80603,68,68,68
80604,167,167,167
80605,48,48,48
80606,177,177,177
80607,126,126,126
80608,57,57,57
80609,121,121,121
80610,143,143,143
80611,120,120,120
80612,168,168,168
80613,51,51,51
80614,204,204,204
80615,60,60,60
80616,60,60,60
80617,61,61,61
80618,128,128,128
80619,0,0,0
80620,0,0,0
80621,21,21,21
80622,13,13,13
80623,38,38,38
80624,66,66,66
80625,54,54,54
80626,64,64,64
80627,69,69,69
80628,208,208,208
80629,66,66,66
80630,146,146,146
80631,84,84,84
80632,45,45,45
80633,129,129,129
80634,118,118,118
80635,44,44,44
80636,51,51,51
80637,1,1,1
80638,67,67,67
80639,112,112,112
80640,128,128,128
80641,1,1,1
80642,158,158,158
80643,138,138,138
80644,135,135,135
80645,169,169,169
80646,228,228,228
80647,66,66,66
80648,206,206,206
80649,209,209,209
80650,51,51,51
80651,38,38,38
80652,131,131,131
80653,184,184,184
80654,101,101,101
80655,139,139,139
80656,97,97,97
80657,76,76,76
80658,241,241,241
80659,192,192,192
80660,241,241,241
80661,71,71,71
80662,152,152,152
80663,200,200,200
80664,149,149,149
80665,33,33,33
80666,94,94,94
80667,58,58,58
80668,30,30,30
80669,46,46,46
80670,217,217,217
80671,147,147,147
80672,209,209,209
80673,237,237,237
80674,80,80,80
80675,126,126,126
80676,88,88,88
80677,63,63,63
80678,90,90,90
80679,60,60,60
80680,42,42,42
80681,38,38,38
80682,128,128,128
80683,130,130,130
80684,51,51,51
80685,40,40,40
80686,240,240,240
80687,164,164,164
80688,74,74,74
80689,138,138,138
80690,34,34,34
80691,35,35,35
80692,206,206,206
80693,21,21,21
80694,13,13,13
80695,1,1,1
80696,1,1,1
80697,232,232,232
80698,41,41,41
80699,48,48,48
80700,31,31,31
80701,7,7,7
80702,162,162,162
80703,72,72,72
80704,142,142,142
80705,7,7,7
80706,215,215,215
80707,28,28,28
80708,68,68,68
80709,62,62,62
80710,82,82,82
80711,224,224,224
80712,220,220,220
80713,216,216,216
80714,245,245,245
80715,12,12,12
80716,156,156,156
80717,41,41,41
80718,62,62,62
80719,63,63,63
80720,57,57,57
80721,117,117,117
80722,50,50,50
80723,114,114,114
80724,178,178,178
80725,35,35,35
80726,227,227,227
80727,202,202,202
80728,9,9,9
80729,2,2,2
80730,58,58,58
80731,213,213,213
80732,38,38,38
80733,167,167,167
80734,228,228,228
80735,195,195,195
80736,5,5,5
80737,69,69,69
80738,113,113,113
80739,44,44,44
80740,167,167,167
80741,197,197,197
80742,213,213,213
80743,201,201,201
80744,90,90,90
80745,92,92,92
80746,114,114,114
80747,141,141,141
80748,92,92,92
80749,8,8,8
80750,211,211,211
80751,122,122,122
80752,19,19,19
80753,55,55,55
80754,89,89,89
80755,2,2,2
80756,181,181,181
80757,69,69,69
80758,50,50,50
80759,122,122,122
80760,180,180,180
80761,95,95,95
80762,47,47,47
80763,186,186,186
80764,157,157,157
80765,106,106,106
80766,67,67,67
80767,246,246,246
80768,249,249,249
80769,198,198,198
80770,160,160,160
80771,25,25,25
80772,159,159,159
80773,17,17,17
80774,33,33,33
80775,45,45,45
80776,168,168,168
80777,37,37,37
80778,138,138,138
80779,132,132,132
80780,209,209,209
80781,32,32,32
80782,190,190,190
80783,84,84,84
80784,44,44,44
80785,58,58,58
80786,51,51,51
80787,10,10,10
80788,33,33,33
80789,210,210,210
80790,152,152,152
80791,254,254,254
80792,176,176,176
80793,117,117,117
80794,14,14,14
80795,146,146,146
80796,33,33,33
80797,135,135,135
80798,134,134,134
80799,107,107,107
80800,217,217,217
80801,130,130,130
80802,171,171,171
80803,168,168,168
80804,76,76,76
80805,133,133,133
80806,202,202,202
80807,18,18,18
80808,85,85,85
80809,89,89,89
80810,59,59,59
80811,14,14,14
80812,214,214,214
80813,202,202,202
80814,233,233,233
80815,74,74,74
80816,79,79,79
80817,114,114,114
80818,254,254,254
80819,158,158,158
80820,191,191,191
80821,243,243,243
80822,246,246,246
80823,144,144,144
80824,32,32,32
80825,61,61,61
80826,4,4,4
80827,25,25,25
80828,10,10,10
80829,6,6,6
80830,7,7,7
80831,41,41,41
80832,5,5,5
80833,230,230,230
80834,255,255,255
80835,72,72,72
80836,50,50,50
80837,201,201,201
80838,223,223,223
80839,134,134,134
80840,31,31,31
80841,145,145,145
80842,60,60,60
80843,173,173,173
80844,187,187,187
80845,171,171,171
80846,85,85,85
80847,43,43,43
80848,139,139,139
80849,157,157,157
80850,135,135,135
80851,196,196,196
80852,103,103,103
80853,99,99,99
80854,61,61,61
80855,179,179,179
80856,180,180,180
80857,83,83,83
80858,247,247,247
